"name","command","attribute","endpoint","destination-id"
"demandresponseloadcontrol","subscribe","attribute-list","4","3"
"demandresponseloadcontrol","subscribe","feature-map","4","3"
"demandresponseloadcontrol","subscribe","cluster-revision","4","3"
"demandresponseloadcontrol","read-event-by-id","","3","2"
"demandresponseloadcontrol","subscribe-event-by-id","","5","4"
"descriptor","command-by-id","","4","3"
"descriptor","read-by-id","","3","2"
"descriptor","read","device-type-list","2","1"
"descriptor","read","server-list","2","1"
"descriptor","read","client-list","2","1"
"descriptor","read","parts-list","2","1"
"descriptor","read","tag-list","2","1"
"descriptor","read","generated-command-list","2","1"
"descriptor","read","accepted-command-list","2","1"
"descriptor","read","event-list","2","1"
"descriptor","read","attribute-list","2","1"
"descriptor","read","feature-map","2","1"
"descriptor","read","cluster-revision","2","1"
"descriptor","write-by-id","","4","3"
"descriptor","force-write","device-type-list","3","2"
"descriptor","force-write","server-list","3","2"
"descriptor","force-write","client-list","3","2"
"descriptor","force-write","parts-list","3","2"
"descriptor","force-write","tag-list","3","2"
"descriptor","force-write","generated-command-list","3","2"
"descriptor","force-write","accepted-command-list","3","2"
"descriptor","force-write","event-list","3","2"
"descriptor","force-write","attribute-list","3","2"
"descriptor","force-write","feature-map","3","2"
"descriptor","force-write","cluster-revision","3","2"
"descriptor","subscribe-by-id","","5","4"
"descriptor","subscribe","device-type-list","4","3"
"descriptor","subscribe","server-list","4","3"
"descriptor","subscribe","client-list","4","3"
"descriptor","subscribe","parts-list","4","3"
"descriptor","subscribe","tag-list","4","3"
"descriptor","subscribe","generated-command-list","4","3"
"descriptor","subscribe","accepted-command-list","4","3"
"descriptor","subscribe","event-list","4","3"
"descriptor","subscribe","attribute-list","4","3"
"descriptor","subscribe","feature-map","4","3"
"descriptor","subscribe","cluster-revision","4","3"
"descriptor","read-event-by-id","","3","2"
"descriptor","subscribe-event-by-id","","5","4"
"deviceenergymanagement","command-by-id","","4","3"
"deviceenergymanagement","power-adjust-request","","5","4"
"deviceenergymanagement","cancel-power-adjust-request","","2","1"
"deviceenergymanagement","start-time-adjust-request","","4","3"
"deviceenergymanagement","pause-request","","4","3"
"deviceenergymanagement","resume-request","","2","1"
"deviceenergymanagement","modify-forecast-request","","5","4"
"deviceenergymanagement","request-constraint-based-forecast","","4","3"
"deviceenergymanagement","cancel-request","","2","1"
"deviceenergymanagement","read-by-id","","3","2"
"deviceenergymanagement","read","esatype","2","1"
"deviceenergymanagement","read","esacan-generate","2","1"
"deviceenergymanagement","read","esastate","2","1"
"deviceenergymanagement","read","abs-min-power","2","1"
"deviceenergymanagement","read","abs-max-power","2","1"
"deviceenergymanagement","read","power-adjustment-capability","2","1"
"deviceenergymanagement","read","forecast","2","1"
"deviceenergymanagement","read","opt-out-state","2","1"
"deviceenergymanagement","read","generated-command-list","2","1"
"deviceenergymanagement","read","accepted-command-list","2","1"
"deviceenergymanagement","read","event-list","2","1"
"deviceenergymanagement","read","attribute-list","2","1"
"deviceenergymanagement","read","feature-map","2","1"
"deviceenergymanagement","read","cluster-revision","2","1"
"deviceenergymanagement","write-by-id","","4","3"
"deviceenergymanagement","force-write","esatype","3","2"
"deviceenergymanagement","force-write","esacan-generate","3","2"
"deviceenergymanagement","force-write","esastate","3","2"
"deviceenergymanagement","force-write","abs-min-power","3","2"
"deviceenergymanagement","force-write","abs-max-power","3","2"
"deviceenergymanagement","force-write","power-adjustment-capability","3","2"
"deviceenergymanagement","force-write","forecast","3","2"
"deviceenergymanagement","force-write","opt-out-state","3","2"
"deviceenergymanagement","force-write","generated-command-list","3","2"
"deviceenergymanagement","force-write","accepted-command-list","3","2"
"deviceenergymanagement","force-write","event-list","3","2"
"deviceenergymanagement","force-write","attribute-list","3","2"
"deviceenergymanagement","force-write","feature-map","3","2"
"deviceenergymanagement","force-write","cluster-revision","3","2"
"deviceenergymanagement","subscribe-by-id","","5","4"
"deviceenergymanagement","subscribe","esatype","4","3"
"deviceenergymanagement","subscribe","esacan-generate","4","3"
"deviceenergymanagement","subscribe","esastate","4","3"
"deviceenergymanagement","subscribe","abs-min-power","4","3"
"deviceenergymanagement","subscribe","abs-max-power","4","3"
"deviceenergymanagement","subscribe","power-adjustment-capability","4","3"
"deviceenergymanagement","subscribe","forecast","4","3"
"deviceenergymanagement","subscribe","opt-out-state","4","3"
"deviceenergymanagement","subscribe","generated-command-list","4","3"
"deviceenergymanagement","subscribe","accepted-command-list","4","3"
"deviceenergymanagement","subscribe","event-list","4","3"
"deviceenergymanagement","subscribe","attribute-list","4","3"
"deviceenergymanagement","subscribe","feature-map","4","3"
"deviceenergymanagement","subscribe","cluster-revision","4","3"
"deviceenergymanagement","read-event-by-id","","3","2"
"deviceenergymanagement","subscribe-event-by-id","","5","4"
"deviceenergymanagementmode","command-by-id","","4","3"
"deviceenergymanagementmode","change-to-mode","","3","2"
"deviceenergymanagementmode","read-by-id","","3","2"
"deviceenergymanagementmode","read","supported-modes","2","1"
"deviceenergymanagementmode","read","current-mode","2","1"
"deviceenergymanagementmode","read","start-up-mode","2","1"
"deviceenergymanagementmode","read","on-mode","2","1"
"deviceenergymanagementmode","read","generated-command-list","2","1"
"deviceenergymanagementmode","read","accepted-command-list","2","1"
"deviceenergymanagementmode","read","event-list","2","1"
"deviceenergymanagementmode","read","attribute-list","2","1"
"deviceenergymanagementmode","read","feature-map","2","1"
"deviceenergymanagementmode","read","cluster-revision","2","1"
"deviceenergymanagementmode","write-by-id","","4","3"
"deviceenergymanagementmode","force-write","supported-modes","3","2"
"deviceenergymanagementmode","force-write","current-mode","3","2"
"deviceenergymanagementmode","force-write","generated-command-list","3","2"
"deviceenergymanagementmode","force-write","accepted-command-list","3","2"
"deviceenergymanagementmode","force-write","event-list","3","2"
"deviceenergymanagementmode","force-write","attribute-list","3","2"
"deviceenergymanagementmode","force-write","feature-map","3","2"
"deviceenergymanagementmode","force-write","cluster-revision","3","2"
"deviceenergymanagementmode","write","start-up-mode","3","2"
"deviceenergymanagementmode","write","on-mode","3","2"
"deviceenergymanagementmode","subscribe-by-id","","5","4"
"deviceenergymanagementmode","subscribe","supported-modes","4","3"
"deviceenergymanagementmode","subscribe","current-mode","4","3"
"deviceenergymanagementmode","subscribe","start-up-mode","4","3"
"deviceenergymanagementmode","subscribe","on-mode","4","3"
"deviceenergymanagementmode","subscribe","generated-command-list","4","3"
"deviceenergymanagementmode","subscribe","accepted-command-list","4","3"
"deviceenergymanagementmode","subscribe","event-list","4","3"
"deviceenergymanagementmode","subscribe","attribute-list","4","3"
"deviceenergymanagementmode","subscribe","feature-map","4","3"
"deviceenergymanagementmode","subscribe","cluster-revision","4","3"
"deviceenergymanagementmode","read-event-by-id","","3","2"
"deviceenergymanagementmode","subscribe-event-by-id","","5","4"
"diagnosticlogs","command-by-id","","4","3"
"diagnosticlogs","retrieve-logs-request","","4","3"
"diagnosticlogs","read-by-id","","3","2"
"diagnosticlogs","read","generated-command-list","2","1"
"diagnosticlogs","read","accepted-command-list","2","1"
"diagnosticlogs","read","event-list","2","1"
"diagnosticlogs","read","attribute-list","2","1"
"diagnosticlogs","read","feature-map","2","1"
"diagnosticlogs","read","cluster-revision","2","1"
"diagnosticlogs","write-by-id","","4","3"
"diagnosticlogs","force-write","generated-command-list","3","2"
"diagnosticlogs","force-write","accepted-command-list","3","2"
"diagnosticlogs","force-write","event-list","3","2"
"diagnosticlogs","force-write","attribute-list","3","2"
"diagnosticlogs","force-write","feature-map","3","2"
"diagnosticlogs","force-write","cluster-revision","3","2"
"diagnosticlogs","subscribe-by-id","","5","4"
"diagnosticlogs","subscribe","generated-command-list","4","3"
"diagnosticlogs","subscribe","accepted-command-list","4","3"
"diagnosticlogs","subscribe","event-list","4","3"
"diagnosticlogs","subscribe","attribute-list","4","3"
"diagnosticlogs","subscribe","feature-map","4","3"
"diagnosticlogs","subscribe","cluster-revision","4","3"
"diagnosticlogs","read-event-by-id","","3","2"
"diagnosticlogs","subscribe-event-by-id","","5","4"
"dishwasheralarm","command-by-id","","4","3"
"dishwasheralarm","reset","","3","2"
"dishwasheralarm","modify-enabled-alarms","","3","2"
"dishwasheralarm","read-by-id","","3","2"
"dishwasheralarm","read","mask","2","1"
"dishwasheralarm","read","latch","2","1"
"dishwasheralarm","read","state","2","1"
"dishwasheralarm","read","supported","2","1"
"dishwasheralarm","read","generated-command-list","2","1"
"dishwasheralarm","read","accepted-command-list","2","1"
"dishwasheralarm","read","event-list","2","1"
"dishwasheralarm","read","attribute-list","2","1"
"dishwasheralarm","read","feature-map","2","1"
"dishwasheralarm","read","cluster-revision","2","1"
"dishwasheralarm","write-by-id","","4","3"
"dishwasheralarm","force-write","mask","3","2"
"dishwasheralarm","force-write","latch","3","2"
"dishwasheralarm","force-write","state","3","2"
"dishwasheralarm","force-write","supported","3","2"
"dishwasheralarm","force-write","generated-command-list","3","2"
"dishwasheralarm","force-write","accepted-command-list","3","2"
"dishwasheralarm","force-write","event-list","3","2"
"dishwasheralarm","force-write","attribute-list","3","2"
"dishwasheralarm","force-write","feature-map","3","2"
"dishwasheralarm","force-write","cluster-revision","3","2"
"dishwasheralarm","subscribe-by-id","","5","4"
"dishwasheralarm","subscribe","mask","4","3"
"dishwasheralarm","subscribe","latch","4","3"
"dishwasheralarm","subscribe","state","4","3"
"dishwasheralarm","subscribe","supported","4","3"
"dishwasheralarm","subscribe","generated-command-list","4","3"
"dishwasheralarm","subscribe","accepted-command-list","4","3"
"dishwasheralarm","subscribe","event-list","4","3"
"dishwasheralarm","subscribe","attribute-list","4","3"
"dishwasheralarm","subscribe","feature-map","4","3"
"dishwasheralarm","subscribe","cluster-revision","4","3"
"dishwasheralarm","read-event-by-id","","3","2"
"dishwasheralarm","subscribe-event-by-id","","5","4"
"dishwashermode","command-by-id","","4","3"
"dishwashermode","change-to-mode","","3","2"
"dishwashermode","read-by-id","","3","2"
"dishwashermode","read","supported-modes","2","1"
"dishwashermode","read","current-mode","2","1"
"dishwashermode","read","start-up-mode","2","1"
"dishwashermode","read","on-mode","2","1"
"dishwashermode","read","generated-command-list","2","1"
"dishwashermode","read","accepted-command-list","2","1"
"dishwashermode","read","event-list","2","1"
"dishwashermode","read","attribute-list","2","1"
"dishwashermode","read","feature-map","2","1"
"dishwashermode","read","cluster-revision","2","1"
"dishwashermode","write-by-id","","4","3"
"dishwashermode","force-write","supported-modes","3","2"
"dishwashermode","force-write","current-mode","3","2"
"dishwashermode","force-write","generated-command-list","3","2"
"dishwashermode","force-write","accepted-command-list","3","2"
"dishwashermode","force-write","event-list","3","2"
"dishwashermode","force-write","attribute-list","3","2"
"dishwashermode","force-write","feature-map","3","2"
"dishwashermode","force-write","cluster-revision","3","2"
"dishwashermode","write","start-up-mode","3","2"
"dishwashermode","write","on-mode","3","2"
"dishwashermode","subscribe-by-id","","5","4"
"dishwashermode","subscribe","supported-modes","4","3"
"dishwashermode","subscribe","current-mode","4","3"
"dishwashermode","subscribe","start-up-mode","4","3"
"dishwashermode","subscribe","on-mode","4","3"
"dishwashermode","subscribe","generated-command-list","4","3"
"dishwashermode","subscribe","accepted-command-list","4","3"
"dishwashermode","subscribe","event-list","4","3"
"dishwashermode","subscribe","attribute-list","4","3"
"dishwashermode","subscribe","feature-map","4","3"
"dishwashermode","subscribe","cluster-revision","4","3"
"dishwashermode","read-event-by-id","","3","2"
"dishwashermode","subscribe-event-by-id","","5","4"
"doorlock","command-by-id","","4","3"
"doorlock","lock-door","","2","1"
"doorlock","unlock-door","","2","1"
"doorlock","unlock-with-timeout","","3","2"
"doorlock","set-week-day-schedule","","9","8"
"doorlock","get-week-day-schedule","","4","3"
"doorlock","clear-week-day-schedule","","4","3"
"doorlock","set-year-day-schedule","","6","5"
"doorlock","get-year-day-schedule","","4","3"
"doorlock","clear-year-day-schedule","","4","3"
"doorlock","set-holiday-schedule","","6","5"
"doorlock","get-holiday-schedule","","3","2"
"doorlock","clear-holiday-schedule","","3","2"
"doorlock","set-user","","9","8"
"doorlock","get-user","","3","2"
"doorlock","clear-user","","3","2"
"doorlock","set-credential","","8","7"
"doorlock","get-credential-status","","3","2"
"doorlock","clear-credential","","3","2"
"doorlock","unbolt-door","","2","1"
"doorlock","set-aliro-reader-config","","5","4"
"doorlock","clear-aliro-reader-config","","2","1"
"doorlock","read-by-id","","3","2"
"doorlock","read","lock-state","2","1"
"doorlock","read","lock-type","2","1"
"doorlock","read","actuator-enabled","2","1"
"doorlock","read","door-state","2","1"
"doorlock","read","door-open-events","2","1"
"doorlock","read","door-closed-events","2","1"
"doorlock","read","open-period","2","1"
"doorlock","read","number-of-total-users-supported","2","1"
"doorlock","read","number-of-pinusers-supported","2","1"
"doorlock","read","number-of-rfidusers-supported","2","1"
"doorlock","read","number-of-week-day-schedules-supported-per-user","2","1"
"doorlock","read","number-of-year-day-schedules-supported-per-user","2","1"
"doorlock","read","number-of-holiday-schedules-supported","2","1"
"doorlock","read","max-pincode-length","2","1"
"doorlock","read","min-pincode-length","2","1"
"doorlock","read","max-rfidcode-length","2","1"
"doorlock","read","min-rfidcode-length","2","1"
"doorlock","read","credential-rules-support","2","1"
"doorlock","read","number-of-credentials-supported-per-user","2","1"
"doorlock","read","language","2","1"
"doorlock","read","ledsettings","2","1"
"doorlock","read","auto-relock-time","2","1"
"doorlock","read","sound-volume","2","1"
"doorlock","read","operating-mode","2","1"
"doorlock","read","supported-operating-modes","2","1"
"doorlock","read","default-configuration-register","2","1"
"doorlock","read","enable-local-programming","2","1"
"doorlock","read","enable-one-touch-locking","2","1"
"doorlock","read","enable-inside-status-led","2","1"
"doorlock","read","enable-privacy-mode-button","2","1"
"doorlock","read","local-programming-features","2","1"
"doorlock","read","wrong-code-entry-limit","2","1"
"doorlock","read","user-code-temporary-disable-time","2","1"
"doorlock","read","send-pinover-the-air","2","1"
"doorlock","read","require-pinfor-remote-operation","2","1"
"doorlock","read","expiring-user-timeout","2","1"
"doorlock","read","aliro-reader-verification-key","2","1"
"doorlock","read","aliro-reader-group-identifier","2","1"
"doorlock","read","aliro-reader-group-sub-identifier","2","1"
"doorlock","read","aliro-expedited-transaction-supported-protocol-versions","2","1"
"doorlock","read","aliro-group-resolving-key","2","1"
"doorlock","read","aliro-supported-bleuwbprotocol-versions","2","1"
"doorlock","read","aliro-bleadvertising-version","2","1"
"doorlock","read","number-of-aliro-credential-issuer-keys-supported","2","1"
"doorlock","read","number-of-aliro-endpoint-keys-supported","2","1"
"doorlock","read","generated-command-list","2","1"
"doorlock","read","accepted-command-list","2","1"
"doorlock","read","event-list","2","1"
"doorlock","read","attribute-list","2","1"
"doorlock","read","feature-map","2","1"
"doorlock","read","cluster-revision","2","1"
"doorlock","write-by-id","","4","3"
"doorlock","force-write","lock-state","3","2"
"doorlock","force-write","lock-type","3","2"
"doorlock","force-write","actuator-enabled","3","2"
"doorlock","force-write","door-state","3","2"
"doorlock","force-write","number-of-total-users-supported","3","2"
"doorlock","force-write","number-of-pinusers-supported","3","2"
"doorlock","force-write","number-of-rfidusers-supported","3","2"
"doorlock","force-write","number-of-week-day-schedules-supported-per-user","3","2"
"doorlock","force-write","number-of-year-day-schedules-supported-per-user","3","2"
"doorlock","force-write","number-of-holiday-schedules-supported","3","2"
"doorlock","force-write","max-pincode-length","3","2"
"doorlock","force-write","min-pincode-length","3","2"
"doorlock","force-write","max-rfidcode-length","3","2"
"doorlock","force-write","min-rfidcode-length","3","2"
"doorlock","force-write","credential-rules-support","3","2"
"doorlock","force-write","number-of-credentials-supported-per-user","3","2"
"doorlock","force-write","supported-operating-modes","3","2"
"doorlock","force-write","default-configuration-register","3","2"
"doorlock","force-write","aliro-reader-verification-key","3","2"
"doorlock","force-write","aliro-reader-group-identifier","3","2"
"doorlock","force-write","aliro-reader-group-sub-identifier","3","2"
"doorlock","force-write","aliro-expedited-transaction-supported-protocol-versions","3","2"
"doorlock","force-write","aliro-group-resolving-key","3","2"
"doorlock","force-write","aliro-supported-bleuwbprotocol-versions","3","2"
"doorlock","force-write","aliro-bleadvertising-version","3","2"
"doorlock","force-write","number-of-aliro-credential-issuer-keys-supported","3","2"
"doorlock","force-write","number-of-aliro-endpoint-keys-supported","3","2"
"doorlock","force-write","generated-command-list","3","2"
"doorlock","force-write","accepted-command-list","3","2"
"doorlock","force-write","event-list","3","2"
"doorlock","force-write","attribute-list","3","2"
"doorlock","force-write","feature-map","3","2"
"doorlock","force-write","cluster-revision","3","2"
"doorlock","write","door-open-events","3","2"
"doorlock","write","door-closed-events","3","2"
"doorlock","write","open-period","3","2"
"doorlock","write","language","3","2"
"doorlock","write","ledsettings","3","2"
"doorlock","write","auto-relock-time","3","2"
"doorlock","write","sound-volume","3","2"
"doorlock","write","operating-mode","3","2"
"doorlock","write","enable-local-programming","3","2"
"doorlock","write","enable-one-touch-locking","3","2"
"doorlock","write","enable-inside-status-led","3","2"
"doorlock","write","enable-privacy-mode-button","3","2"
"doorlock","write","local-programming-features","3","2"
"doorlock","write","wrong-code-entry-limit","3","2"
"doorlock","write","user-code-temporary-disable-time","3","2"
"doorlock","write","send-pinover-the-air","3","2"
"doorlock","write","require-pinfor-remote-operation","3","2"
"doorlock","write","expiring-user-timeout","3","2"
"doorlock","subscribe-by-id","","5","4"
"doorlock","subscribe","lock-state","4","3"
"doorlock","subscribe","lock-type","4","3"
"doorlock","subscribe","actuator-enabled","4","3"
"doorlock","subscribe","door-state","4","3"
"doorlock","subscribe","door-open-events","4","3"
"doorlock","subscribe","door-closed-events","4","3"
"doorlock","subscribe","open-period","4","3"
"doorlock","subscribe","number-of-total-users-supported","4","3"
"doorlock","subscribe","number-of-pinusers-supported","4","3"
"doorlock","subscribe","number-of-rfidusers-supported","4","3"
"doorlock","subscribe","number-of-week-day-schedules-supported-per-user","4","3"
"doorlock","subscribe","number-of-year-day-schedules-supported-per-user","4","3"
"doorlock","subscribe","number-of-holiday-schedules-supported","4","3"
"doorlock","subscribe","max-pincode-length","4","3"
"doorlock","subscribe","min-pincode-length","4","3"
"doorlock","subscribe","max-rfidcode-length","4","3"
"doorlock","subscribe","min-rfidcode-length","4","3"
"doorlock","subscribe","credential-rules-support","4","3"
"doorlock","subscribe","number-of-credentials-supported-per-user","4","3"
"doorlock","subscribe","language","4","3"
"doorlock","subscribe","ledsettings","4","3"
"doorlock","subscribe","auto-relock-time","4","3"
"doorlock","subscribe","sound-volume","4","3"
"doorlock","subscribe","operating-mode","4","3"
"doorlock","subscribe","supported-operating-modes","4","3"
"doorlock","subscribe","default-configuration-register","4","3"
"doorlock","subscribe","enable-local-programming","4","3"
"doorlock","subscribe","enable-one-touch-locking","4","3"
"doorlock","subscribe","enable-inside-status-led","4","3"
"doorlock","subscribe","enable-privacy-mode-button","4","3"
"doorlock","subscribe","local-programming-features","4","3"
"doorlock","subscribe","wrong-code-entry-limit","4","3"
"doorlock","subscribe","user-code-temporary-disable-time","4","3"
"doorlock","subscribe","send-pinover-the-air","4","3"
"doorlock","subscribe","require-pinfor-remote-operation","4","3"
"doorlock","subscribe","expiring-user-timeout","4","3"
"doorlock","subscribe","aliro-reader-verification-key","4","3"
"doorlock","subscribe","aliro-reader-group-identifier","4","3"
"doorlock","subscribe","aliro-reader-group-sub-identifier","4","3"
"doorlock","subscribe","aliro-expedited-transaction-supported-protocol-versions","4","3"
"doorlock","subscribe","aliro-group-resolving-key","4","3"
"doorlock","subscribe","aliro-supported-bleuwbprotocol-versions","4","3"
"doorlock","subscribe","aliro-bleadvertising-version","4","3"
"doorlock","subscribe","number-of-aliro-credential-issuer-keys-supported","4","3"
"doorlock","subscribe","number-of-aliro-endpoint-keys-supported","4","3"
"doorlock","subscribe","generated-command-list","4","3"
"doorlock","subscribe","accepted-command-list","4","3"
"doorlock","subscribe","event-list","4","3"
"doorlock","subscribe","attribute-list","4","3"
"doorlock","subscribe","feature-map","4","3"
"doorlock","subscribe","cluster-revision","4","3"
"doorlock","read-event-by-id","","3","2"
"doorlock","subscribe-event-by-id","","5","4"
"electricalenergymeasurement","command-by-id","","4","3"
"electricalenergymeasurement","read-by-id","","3","2"
"electricalenergymeasurement","read","accuracy","2","1"
"electricalenergymeasurement","read","cumulative-energy-imported","2","1"
"electricalenergymeasurement","read","cumulative-energy-exported","2","1"
"electricalenergymeasurement","read","periodic-energy-imported","2","1"
"electricalenergymeasurement","read","periodic-energy-exported","2","1"
"electricalenergymeasurement","read","cumulative-energy-reset","2","1"
"electricalenergymeasurement","read","generated-command-list","2","1"
"electricalenergymeasurement","read","accepted-command-list","2","1"
"electricalenergymeasurement","read","event-list","2","1"
"electricalenergymeasurement","read","attribute-list","2","1"
"electricalenergymeasurement","read","feature-map","2","1"
"electricalenergymeasurement","read","cluster-revision","2","1"
"electricalenergymeasurement","write-by-id","","4","3"
"electricalenergymeasurement","force-write","accuracy","3","2"
"electricalenergymeasurement","force-write","cumulative-energy-imported","3","2"
"electricalenergymeasurement","force-write","cumulative-energy-exported","3","2"
"electricalenergymeasurement","force-write","periodic-energy-imported","3","2"
"electricalenergymeasurement","force-write","periodic-energy-exported","3","2"
"electricalenergymeasurement","force-write","cumulative-energy-reset","3","2"
"electricalenergymeasurement","force-write","generated-command-list","3","2"
"electricalenergymeasurement","force-write","accepted-command-list","3","2"
"electricalenergymeasurement","force-write","event-list","3","2"
"electricalenergymeasurement","force-write","attribute-list","3","2"
"electricalenergymeasurement","force-write","feature-map","3","2"
"electricalenergymeasurement","force-write","cluster-revision","3","2"
"electricalenergymeasurement","subscribe-by-id","","5","4"
"electricalenergymeasurement","subscribe","accuracy","4","3"
"electricalenergymeasurement","subscribe","cumulative-energy-imported","4","3"
"electricalenergymeasurement","subscribe","cumulative-energy-exported","4","3"
"electricalenergymeasurement","subscribe","periodic-energy-imported","4","3"
"electricalenergymeasurement","subscribe","periodic-energy-exported","4","3"
"electricalenergymeasurement","subscribe","cumulative-energy-reset","4","3"
"electricalenergymeasurement","subscribe","generated-command-list","4","3"
"electricalenergymeasurement","subscribe","accepted-command-list","4","3"
"electricalenergymeasurement","subscribe","event-list","4","3"
"electricalenergymeasurement","subscribe","attribute-list","4","3"
"electricalenergymeasurement","subscribe","feature-map","4","3"
"electricalenergymeasurement","subscribe","cluster-revision","4","3"
"electricalenergymeasurement","read-event-by-id","","3","2"
"electricalenergymeasurement","subscribe-event-by-id","","5","4"
"electricalmeasurement","command-by-id","","4","3"
"electricalmeasurement","get-profile-info-command","","2","1"
"electricalmeasurement","get-measurement-profile-command","","5","4"
"electricalmeasurement","read-by-id","","3","2"
"electricalmeasurement","read","measurement-type","2","1"
"electricalmeasurement","read","dc-voltage","2","1"
"electricalmeasurement","read","dc-voltage-min","2","1"
"electricalmeasurement","read","dc-voltage-max","2","1"
"electricalmeasurement","read","dc-current","2","1"
"electricalmeasurement","read","dc-current-min","2","1"
"electricalmeasurement","read","dc-current-max","2","1"
"electricalmeasurement","read","dc-power","2","1"
"electricalmeasurement","read","dc-power-min","2","1"
"electricalmeasurement","read","dc-power-max","2","1"
"electricalmeasurement","read","dc-voltage-multiplier","2","1"
"electricalmeasurement","read","dc-voltage-divisor","2","1"
"electricalmeasurement","read","dc-current-multiplier","2","1"
"electricalmeasurement","read","dc-current-divisor","2","1"
"electricalmeasurement","read","dc-power-multiplier","2","1"
"electricalmeasurement","read","dc-power-divisor","2","1"
"electricalmeasurement","read","ac-frequency","2","1"
"electricalmeasurement","read","ac-frequency-min","2","1"
"electricalmeasurement","read","ac-frequency-max","2","1"
"electricalmeasurement","read","neutral-current","2","1"
"electricalmeasurement","read","total-active-power","2","1"
"electricalmeasurement","read","total-reactive-power","2","1"
"electricalmeasurement","read","total-apparent-power","2","1"
"electricalmeasurement","read","measured1st-harmonic-current","2","1"
"electricalmeasurement","read","measured3rd-harmonic-current","2","1"
"electricalmeasurement","read","measured5th-harmonic-current","2","1"
"electricalmeasurement","read","measured7th-harmonic-current","2","1"
"electricalmeasurement","read","measured9th-harmonic-current","2","1"
"electricalmeasurement","read","measured11th-harmonic-current","2","1"
"electricalmeasurement","read","measured-phase1st-harmonic-current","2","1"
"electricalmeasurement","read","measured-phase3rd-harmonic-current","2","1"
"electricalmeasurement","read","measured-phase5th-harmonic-current","2","1"
"electricalmeasurement","read","measured-phase7th-harmonic-current","2","1"
"electricalmeasurement","read","measured-phase9th-harmonic-current","2","1"
"electricalmeasurement","read","measured-phase11th-harmonic-current","2","1"
"electricalmeasurement","read","ac-frequency-multiplier","2","1"
"electricalmeasurement","read","ac-frequency-divisor","2","1"
"electricalmeasurement","read","power-multiplier","2","1"
"electricalmeasurement","read","power-divisor","2","1"
"electricalmeasurement","read","harmonic-current-multiplier","2","1"
"electricalmeasurement","read","phase-harmonic-current-multiplier","2","1"
"electricalmeasurement","read","instantaneous-voltage","2","1"
"electricalmeasurement","read","instantaneous-line-current","2","1"
"electricalmeasurement","read","instantaneous-active-current","2","1"
"electricalmeasurement","read","instantaneous-reactive-current","2","1"
"electricalmeasurement","read","instantaneous-power","2","1"
"electricalmeasurement","read","rms-voltage","2","1"
"electricalmeasurement","read","rms-voltage-min","2","1"
"electricalmeasurement","read","rms-voltage-max","2","1"
"electricalmeasurement","read","rms-current","2","1"
"electricalmeasurement","read","rms-current-min","2","1"
"electricalmeasurement","read","rms-current-max","2","1"
"electricalmeasurement","read","active-power","2","1"
"electricalmeasurement","read","active-power-min","2","1"
"electricalmeasurement","read","active-power-max","2","1"
"electricalmeasurement","read","reactive-power","2","1"
"electricalmeasurement","read","apparent-power","2","1"
"electricalmeasurement","read","power-factor","2","1"
"electricalmeasurement","read","average-rms-voltage-measurement-period","2","1"
"electricalmeasurement","read","average-rms-under-voltage-counter","2","1"
"electricalmeasurement","read","rms-extreme-over-voltage-period","2","1"
"electricalmeasurement","read","rms-extreme-under-voltage-period","2","1"
"electricalmeasurement","read","rms-voltage-sag-period","2","1"
"electricalmeasurement","read","rms-voltage-swell-period","2","1"
"electricalmeasurement","read","ac-voltage-multiplier","2","1"
"electricalmeasurement","read","ac-voltage-divisor","2","1"
"electricalmeasurement","read","ac-current-multiplier","2","1"
"electricalmeasurement","read","ac-current-divisor","2","1"
"electricalmeasurement","read","ac-power-multiplier","2","1"
"electricalmeasurement","read","ac-power-divisor","2","1"
"electricalmeasurement","read","overload-alarms-mask","2","1"
"electricalmeasurement","read","voltage-overload","2","1"
"electricalmeasurement","read","current-overload","2","1"
"electricalmeasurement","read","ac-overload-alarms-mask","2","1"
"electricalmeasurement","read","ac-voltage-overload","2","1"
"electricalmeasurement","read","ac-current-overload","2","1"
"electricalmeasurement","read","ac-active-power-overload","2","1"
"electricalmeasurement","read","ac-reactive-power-overload","2","1"
"electricalmeasurement","read","average-rms-over-voltage","2","1"
"electricalmeasurement","read","average-rms-under-voltage","2","1"
"electricalmeasurement","read","rms-extreme-over-voltage","2","1"
"electricalmeasurement","read","rms-extreme-under-voltage","2","1"
"electricalmeasurement","read","rms-voltage-sag","2","1"
"electricalmeasurement","read","rms-voltage-swell","2","1"
"electricalmeasurement","read","line-current-phase-b","2","1"
"electricalmeasurement","read","active-current-phase-b","2","1"
"electricalmeasurement","read","reactive-current-phase-b","2","1"
"electricalmeasurement","read","rms-voltage-phase-b","2","1"
"electricalmeasurement","read","rms-voltage-min-phase-b","2","1"
"electricalmeasurement","read","rms-voltage-max-phase-b","2","1"
"electricalmeasurement","read","rms-current-phase-b","2","1"
"electricalmeasurement","read","rms-current-min-phase-b","2","1"
"electricalmeasurement","read","rms-current-max-phase-b","2","1"
"electricalmeasurement","read","active-power-phase-b","2","1"
"electricalmeasurement","read","active-power-min-phase-b","2","1"
"electricalmeasurement","read","active-power-max-phase-b","2","1"
"electricalmeasurement","read","reactive-power-phase-b","2","1"
"electricalmeasurement","read","apparent-power-phase-b","2","1"
